episode 1 took 1160 iterations, avg loss = 0.013300, sum_reward = -21, curr_eps = 0.998957, len(experience) = 1156
episode 146 took 1246 iterations, avg loss = 0.006747, sum_reward = -21, curr_eps = 0.836125, len(experience) = 181500
episode 147 took 1354 iterations, avg loss = 0.007025, sum_reward = -20, curr_eps = 0.834907, len(experience) = 182850
episode 148 took 1101 iterations, avg loss = 0.006793, sum_reward = -21, curr_eps = 0.833916, len(experience) = 183947
episode 149 took 1191 iterations, avg loss = 0.006440, sum_reward = -21, curr_eps = 0.832844, len(experience) = 185134
episode 150 took 1175 iterations, avg loss = 0.006694, sum_reward = -21, curr_eps = 0.831786, len(experience) = 186305
episode 151 took 1207 iterations, avg loss = 0.006583, sum_reward = -20, curr_eps = 0.830700, len(experience) = 187508
episode 152 took 1125 iterations, avg loss = 0.006554, sum_reward = -21, curr_eps = 0.829688, len(experience) = 188629
episode 153 took 1216 iterations, avg loss = 0.006860, sum_reward = -21, curr_eps = 0.828593, len(experience) = 189841
episode 154 took 1525 iterations, avg loss = 0.006768, sum_reward = -19, curr_eps = 0.827221, len(experience) = 191362
episode 155 took 1211 iterations, avg loss = 0.006121, sum_reward = -21, curr_eps = 0.826131, len(experience) = 192569
episode 156 took 1443 iterations, avg loss = 0.006633, sum_reward = -20, curr_eps = 0.824832, len(experience) = 194008
episode 157 took 1164 iterations, avg loss = 0.006463, sum_reward = -21, curr_eps = 0.823784, len(experience) = 195168
episode 158 took 1390 iterations, avg loss = 0.006716, sum_reward = -20, curr_eps = 0.822534, len(experience) = 196554
episode 159 took 1418 iterations, avg loss = 0.006331, sum_reward = -18, curr_eps = 0.821257, len(experience) = 197968
episode 160 took 1206 iterations, avg loss = 0.006904, sum_reward = -21, curr_eps = 0.820172, len(experience) = 199170
episode 161 took 1157 iterations, avg loss = 0.006406, sum_reward = -20, curr_eps = 0.819131, len(experience) = 200323
episode 162 took 1529 iterations, avg loss = 0.006704, sum_reward = -19, curr_eps = 0.817754, len(experience) = 201848
episode 163 took 1217 iterations, avg loss = 0.006795, sum_reward = -20, curr_eps = 0.816659, len(experience) = 203061
episode 164 took 1475 iterations, avg loss = 0.006609, sum_reward = -20, curr_eps = 0.815332, len(experience) = 204532
episode 165 took 1558 iterations, avg loss = 0.006900, sum_reward = -18, curr_eps = 0.813929, len(experience) = 206086
episode 166 took 1672 iterations, avg loss = 0.006495, sum_reward = -17, curr_eps = 0.812425, len(experience) = 207754
episode 167 took 1471 iterations, avg loss = 0.006181, sum_reward = -18, curr_eps = 0.811101, len(experience) = 209221
episode 168 took 1393 iterations, avg loss = 0.007077, sum_reward = -20, curr_eps = 0.809847, len(experience) = 210610
episode 169 took 1679 iterations, avg loss = 0.006690, sum_reward = -18, curr_eps = 0.808336, len(experience) = 212285
episode 170 took 1167 iterations, avg loss = 0.006967, sum_reward = -21, curr_eps = 0.807286, len(experience) = 213448
episode 171 took 1338 iterations, avg loss = 0.006686, sum_reward = -20, curr_eps = 0.806082, len(experience) = 214782
episode 172 took 1464 iterations, avg loss = 0.006517, sum_reward = -19, curr_eps = 0.804764, len(experience) = 216242
episode 173 took 1221 iterations, avg loss = 0.006438, sum_reward = -21, curr_eps = 0.803665, len(experience) = 217459
episode 174 took 1437 iterations, avg loss = 0.006087, sum_reward = -20, curr_eps = 0.802372, len(experience) = 218892
episode 175 took 1369 iterations, avg loss = 0.006830, sum_reward = -20, curr_eps = 0.801140, len(experience) = 220257
episode 176 took 1175 iterations, avg loss = 0.006407, sum_reward = -21, curr_eps = 0.800082, len(experience) = 221428
episode 177 took 1719 iterations, avg loss = 0.006597, sum_reward = -19, curr_eps = 0.798535, len(experience) = 223143
episode 178 took 1531 iterations, avg loss = 0.006567, sum_reward = -20, curr_eps = 0.797157, len(experience) = 224670
episode 179 took 1196 iterations, avg loss = 0.006270, sum_reward = -21, curr_eps = 0.796081, len(experience) = 225862
episode 180 took 1499 iterations, avg loss = 0.006521, sum_reward = -20, curr_eps = 0.794732, len(experience) = 227357
episode 181 took 1119 iterations, avg loss = 0.006480, sum_reward = -21, curr_eps = 0.793724, len(experience) = 228472
episode 182 took 1216 iterations, avg loss = 0.006684, sum_reward = -20, curr_eps = 0.792630, len(experience) = 229684
episode 183 took 1340 iterations, avg loss = 0.006667, sum_reward = -19, curr_eps = 0.791424, len(experience) = 231020
episode 184 took 1097 iterations, avg loss = 0.006441, sum_reward = -21, curr_eps = 0.790437, len(experience) = 232113
episode 185 took 1306 iterations, avg loss = 0.006642, sum_reward = -20, curr_eps = 0.789261, len(experience) = 233415
episode 186 took 1497 iterations, avg loss = 0.006466, sum_reward = -19, curr_eps = 0.787914, len(experience) = 234908
episode 187 took 1252 iterations, avg loss = 0.006507, sum_reward = -19, curr_eps = 0.786787, len(experience) = 236156
episode 188 took 1653 iterations, avg loss = 0.006673, sum_reward = -19, curr_eps = 0.785300, len(experience) = 237805
episode 189 took 1509 iterations, avg loss = 0.006468, sum_reward = -19, curr_eps = 0.783941, len(experience) = 239310
episode 190 took 1283 iterations, avg loss = 0.006037, sum_reward = -20, curr_eps = 0.782787, len(experience) = 240589
episode 191 took 1377 iterations, avg loss = 0.006760, sum_reward = -20, curr_eps = 0.781547, len(experience) = 241962
episode 192 took 1543 iterations, avg loss = 0.006614, sum_reward = -19, curr_eps = 0.780159, len(experience) = 243501
episode 193 took 1440 iterations, avg loss = 0.005908, sum_reward = -20, curr_eps = 0.778863, len(experience) = 244937
episode 194 took 1205 iterations, avg loss = 0.006395, sum_reward = -20, curr_eps = 0.777778, len(experience) = 246138
episode 195 took 1298 iterations, avg loss = 0.006258, sum_reward = -21, curr_eps = 0.776610, len(experience) = 247432
episode 196 took 1344 iterations, avg loss = 0.006738, sum_reward = -20, curr_eps = 0.775400, len(experience) = 248772
episode 197 took 1205 iterations, avg loss = 0.006194, sum_reward = -21, curr_eps = 0.774316, len(experience) = 249973
episode 198 took 1537 iterations, avg loss = 0.006901, sum_reward = -19, curr_eps = 0.772933, len(experience) = 251506
episode 199 took 1556 iterations, avg loss = 0.006772, sum_reward = -19, curr_eps = 0.771532, len(experience) = 253058
episode 200 took 1670 iterations, avg loss = 0.006238, sum_reward = -18, curr_eps = 0.770029, len(experience) = 254724
episode 201 took 1252 iterations, avg loss = 0.006711, sum_reward = -21, curr_eps = 0.768903, len(experience) = 255972
episode 202 took 1121 iterations, avg loss = 0.006300, sum_reward = -21, curr_eps = 0.767894, len(experience) = 257089
episode 203 took 1460 iterations, avg loss = 0.006374, sum_reward = -20, curr_eps = 0.766580, len(experience) = 258545
episode 204 took 1490 iterations, avg loss = 0.006492, sum_reward = -18, curr_eps = 0.765239, len(experience) = 260031
episode 205 took 1540 iterations, avg loss = 0.006544, sum_reward = -19, curr_eps = 0.763853, len(experience) = 261567
episode 206 took 1215 iterations, avg loss = 0.006486, sum_reward = -21, curr_eps = 0.762759, len(experience) = 262778
episode 207 took 1169 iterations, avg loss = 0.006438, sum_reward = -21, curr_eps = 0.761707, len(experience) = 263943
episode 208 took 1692 iterations, avg loss = 0.006229, sum_reward = -19, curr_eps = 0.760184, len(experience) = 265631
episode 209 took 1690 iterations, avg loss = 0.006412, sum_reward = -18, curr_eps = 0.758663, len(experience) = 267317
episode 210 took 1434 iterations, avg loss = 0.006503, sum_reward = -20, curr_eps = 0.757373, len(experience) = 268747
episode 211 took 1487 iterations, avg loss = 0.006432, sum_reward = -19, curr_eps = 0.756034, len(experience) = 270230
episode 212 took 1686 iterations, avg loss = 0.006554, sum_reward = -17, curr_eps = 0.754517, len(experience) = 271912
episode 213 took 1424 iterations, avg loss = 0.006864, sum_reward = -20, curr_eps = 0.753235, len(experience) = 273332
episode 214 took 1452 iterations, avg loss = 0.006412, sum_reward = -19, curr_eps = 0.751928, len(experience) = 274780
episode 215 took 1218 iterations, avg loss = 0.006467, sum_reward = -21, curr_eps = 0.750832, len(experience) = 275994
episode 216 took 1728 iterations, avg loss = 0.006620, sum_reward = -19, curr_eps = 0.749277, len(experience) = 277718
episode 217 took 1562 iterations, avg loss = 0.006301, sum_reward = -19, curr_eps = 0.747871, len(experience) = 279276
episode 218 took 1326 iterations, avg loss = 0.006704, sum_reward = -21, curr_eps = 0.746678, len(experience) = 280598
episode 219 took 1354 iterations, avg loss = 0.006608, sum_reward = -20, curr_eps = 0.745459, len(experience) = 281948
episode 220 took 1520 iterations, avg loss = 0.006497, sum_reward = -20, curr_eps = 0.744091, len(experience) = 283464
episode 221 took 1314 iterations, avg loss = 0.006295, sum_reward = -20, curr_eps = 0.742909, len(experience) = 284774
episode 222 took 1910 iterations, avg loss = 0.006158, sum_reward = -18, curr_eps = 0.741190, len(experience) = 286680
episode 223 took 1234 iterations, avg loss = 0.006397, sum_reward = -20, curr_eps = 0.740079, len(experience) = 287910
episode 224 took 1849 iterations, avg loss = 0.006283, sum_reward = -17, curr_eps = 0.738415, len(experience) = 289755
episode 225 took 1251 iterations, avg loss = 0.006486, sum_reward = -21, curr_eps = 0.737289, len(experience) = 291002
episode 226 took 1511 iterations, avg loss = 0.006273, sum_reward = -19, curr_eps = 0.735929, len(experience) = 292509
episode 227 took 1832 iterations, avg loss = 0.006352, sum_reward = -17, curr_eps = 0.734280, len(experience) = 294337
episode 228 took 1835 iterations, avg loss = 0.006468, sum_reward = -19, curr_eps = 0.732629, len(experience) = 296168
episode 229 took 1618 iterations, avg loss = 0.006253, sum_reward = -19, curr_eps = 0.731173, len(experience) = 297782
episode 230 took 1678 iterations, avg loss = 0.006461, sum_reward = -19, curr_eps = 0.729662, len(experience) = 299456
episode 231 took 1303 iterations, avg loss = 0.006788, sum_reward = -20, curr_eps = 0.728490, len(experience) = 300755
episode 232 took 1794 iterations, avg loss = 0.006410, sum_reward = -18, curr_eps = 0.726875, len(experience) = 302545
episode 233 took 1321 iterations, avg loss = 0.007023, sum_reward = -20, curr_eps = 0.725686, len(experience) = 303862
episode 234 took 1805 iterations, avg loss = 0.006520, sum_reward = -17, curr_eps = 0.724062, len(experience) = 305663
episode 235 took 2013 iterations, avg loss = 0.006417, sum_reward = -17, curr_eps = 0.722250, len(experience) = 307672
episode 236 took 1456 iterations, avg loss = 0.006319, sum_reward = -19, curr_eps = 0.720940, len(experience) = 309124
episode 237 took 1357 iterations, avg loss = 0.006174, sum_reward = -20, curr_eps = 0.719718, len(experience) = 310477
episode 238 took 1776 iterations, avg loss = 0.006987, sum_reward = -18, curr_eps = 0.718120, len(experience) = 312249
episode 239 took 1597 iterations, avg loss = 0.006457, sum_reward = -19, curr_eps = 0.716683, len(experience) = 313842
episode 240 took 1747 iterations, avg loss = 0.006404, sum_reward = -17, curr_eps = 0.715110, len(experience) = 315585
episode 241 took 1820 iterations, avg loss = 0.006184, sum_reward = -19, curr_eps = 0.713472, len(experience) = 317401
episode 242 took 1595 iterations, avg loss = 0.006471, sum_reward = -20, curr_eps = 0.712037, len(experience) = 318992
episode 243 took 1924 iterations, avg loss = 0.006419, sum_reward = -18, curr_eps = 0.710305, len(experience) = 320912
episode 244 took 1345 iterations, avg loss = 0.006602, sum_reward = -20, curr_eps = 0.709095, len(experience) = 322253
episode 245 took 1461 iterations, avg loss = 0.006652, sum_reward = -19, curr_eps = 0.707780, len(experience) = 323710
episode 246 took 1591 iterations, avg loss = 0.006325, sum_reward = -20, curr_eps = 0.706348, len(experience) = 325297
episode 247 took 2118 iterations, avg loss = 0.006490, sum_reward = -17, curr_eps = 0.704442, len(experience) = 327411
episode 248 took 2044 iterations, avg loss = 0.006542, sum_reward = -18, curr_eps = 0.702602, len(experience) = 329451
episode 249 took 1756 iterations, avg loss = 0.006247, sum_reward = -19, curr_eps = 0.701022, len(experience) = 331203
