episode 1 took 1213 iterations, avg loss = 0.044721, sum_reward = -21, curr_eps = 0.998909, len(experience) = 1209
episode 82 took 1126 iterations, avg loss = 0.037696, sum_reward = -21, curr_eps = 0.909506, len(experience) = 100222
episode 83 took 1262 iterations, avg loss = 0.037223, sum_reward = -20, curr_eps = 0.908370, len(experience) = 101480
episode 84 took 1085 iterations, avg loss = 0.037714, sum_reward = -21, curr_eps = 0.907394, len(experience) = 102561
episode 85 took 1111 iterations, avg loss = 0.038210, sum_reward = -20, curr_eps = 0.906394, len(experience) = 103668
episode 86 took 1164 iterations, avg loss = 0.037454, sum_reward = -20, curr_eps = 0.905346, len(experience) = 104828
episode 87 took 1237 iterations, avg loss = 0.037898, sum_reward = -19, curr_eps = 0.904233, len(experience) = 106061
episode 88 took 1210 iterations, avg loss = 0.038330, sum_reward = -20, curr_eps = 0.903144, len(experience) = 107267
episode 89 took 1181 iterations, avg loss = 0.037825, sum_reward = -21, curr_eps = 0.902081, len(experience) = 108444
episode 90 took 1340 iterations, avg loss = 0.038181, sum_reward = -19, curr_eps = 0.900875, len(experience) = 109780
episode 91 took 1180 iterations, avg loss = 0.038187, sum_reward = -20, curr_eps = 0.899813, len(experience) = 110956
episode 92 took 1095 iterations, avg loss = 0.037849, sum_reward = -21, curr_eps = 0.898827, len(experience) = 112047
episode 93 took 1220 iterations, avg loss = 0.037798, sum_reward = -20, curr_eps = 0.897729, len(experience) = 113263
episode 94 took 1287 iterations, avg loss = 0.038347, sum_reward = -21, curr_eps = 0.896571, len(experience) = 114546
episode 95 took 1197 iterations, avg loss = 0.038016, sum_reward = -20, curr_eps = 0.895494, len(experience) = 115739
episode 96 took 1798 iterations, avg loss = 0.037819, sum_reward = -18, curr_eps = 0.893876, len(experience) = 117533
episode 97 took 1741 iterations, avg loss = 0.037993, sum_reward = -17, curr_eps = 0.892309, len(experience) = 119270
episode 98 took 1332 iterations, avg loss = 0.038267, sum_reward = -19, curr_eps = 0.891110, len(experience) = 120598
episode 99 took 1138 iterations, avg loss = 0.037898, sum_reward = -20, curr_eps = 0.890086, len(experience) = 121732
episode 100 took 1281 iterations, avg loss = 0.037782, sum_reward = -20, curr_eps = 0.888933, len(experience) = 123009
episode 101 took 1399 iterations, avg loss = 0.038090, sum_reward = -20, curr_eps = 0.887674, len(experience) = 124404
episode 102 took 1145 iterations, avg loss = 0.038631, sum_reward = -21, curr_eps = 0.886643, len(experience) = 125545
episode 103 took 1152 iterations, avg loss = 0.037531, sum_reward = -20, curr_eps = 0.885606, len(experience) = 126693
episode 104 took 1200 iterations, avg loss = 0.037680, sum_reward = -20, curr_eps = 0.884526, len(experience) = 127889
episode 105 took 1180 iterations, avg loss = 0.037721, sum_reward = -21, curr_eps = 0.883464, len(experience) = 129065
episode 106 took 1051 iterations, avg loss = 0.038312, sum_reward = -21, curr_eps = 0.882518, len(experience) = 130112
episode 107 took 1114 iterations, avg loss = 0.037938, sum_reward = -20, curr_eps = 0.881516, len(experience) = 131222
episode 108 took 1140 iterations, avg loss = 0.037899, sum_reward = -20, curr_eps = 0.880490, len(experience) = 132358
episode 109 took 1529 iterations, avg loss = 0.037876, sum_reward = -20, curr_eps = 0.879114, len(experience) = 133883
episode 110 took 1083 iterations, avg loss = 0.038099, sum_reward = -21, curr_eps = 0.878139, len(experience) = 134962
episode 111 took 1385 iterations, avg loss = 0.037724, sum_reward = -18, curr_eps = 0.876893, len(experience) = 136343
episode 112 took 1210 iterations, avg loss = 0.037636, sum_reward = -21, curr_eps = 0.875804, len(experience) = 137549
episode 113 took 1102 iterations, avg loss = 0.037533, sum_reward = -21, curr_eps = 0.874812, len(experience) = 138647
episode 114 took 1101 iterations, avg loss = 0.037510, sum_reward = -21, curr_eps = 0.873821, len(experience) = 139744
episode 115 took 1166 iterations, avg loss = 0.037436, sum_reward = -21, curr_eps = 0.872772, len(experience) = 140906
episode 116 took 1326 iterations, avg loss = 0.037505, sum_reward = -19, curr_eps = 0.871578, len(experience) = 142228
episode 117 took 1013 iterations, avg loss = 0.037491, sum_reward = -21, curr_eps = 0.870666, len(experience) = 143237
episode 118 took 1226 iterations, avg loss = 0.037876, sum_reward = -21, curr_eps = 0.869563, len(experience) = 144459
episode 119 took 1171 iterations, avg loss = 0.037610, sum_reward = -21, curr_eps = 0.868509, len(experience) = 145626
episode 120 took 1184 iterations, avg loss = 0.037887, sum_reward = -21, curr_eps = 0.867444, len(experience) = 146806
episode 121 took 1309 iterations, avg loss = 0.037352, sum_reward = -20, curr_eps = 0.866265, len(experience) = 148111
episode 122 took 1008 iterations, avg loss = 0.037908, sum_reward = -21, curr_eps = 0.865358, len(experience) = 149115
episode 123 took 1288 iterations, avg loss = 0.037673, sum_reward = -20, curr_eps = 0.864199, len(experience) = 150399
episode 124 took 1246 iterations, avg loss = 0.038171, sum_reward = -20, curr_eps = 0.863078, len(experience) = 151641
episode 125 took 1093 iterations, avg loss = 0.037523, sum_reward = -21, curr_eps = 0.862094, len(experience) = 152730
episode 126 took 1023 iterations, avg loss = 0.037991, sum_reward = -21, curr_eps = 0.861173, len(experience) = 153749
episode 127 took 1433 iterations, avg loss = 0.037896, sum_reward = -19, curr_eps = 0.859884, len(experience) = 155178
episode 128 took 1100 iterations, avg loss = 0.037786, sum_reward = -21, curr_eps = 0.858893, len(experience) = 156274
episode 129 took 1318 iterations, avg loss = 0.037953, sum_reward = -21, curr_eps = 0.857707, len(experience) = 157588
episode 130 took 1187 iterations, avg loss = 0.037859, sum_reward = -21, curr_eps = 0.856639, len(experience) = 158771
episode 131 took 1349 iterations, avg loss = 0.037676, sum_reward = -21, curr_eps = 0.855425, len(experience) = 160116
episode 132 took 1084 iterations, avg loss = 0.037552, sum_reward = -21, curr_eps = 0.854449, len(experience) = 161196
episode 133 took 1171 iterations, avg loss = 0.038263, sum_reward = -21, curr_eps = 0.853395, len(experience) = 162363
episode 134 took 1594 iterations, avg loss = 0.038184, sum_reward = -19, curr_eps = 0.851961, len(experience) = 163953
episode 135 took 1082 iterations, avg loss = 0.037166, sum_reward = -21, curr_eps = 0.850987, len(experience) = 165031
episode 136 took 1117 iterations, avg loss = 0.037697, sum_reward = -21, curr_eps = 0.849982, len(experience) = 166144
episode 137 took 1251 iterations, avg loss = 0.037532, sum_reward = -19, curr_eps = 0.848856, len(experience) = 167391
episode 138 took 1457 iterations, avg loss = 0.037555, sum_reward = -20, curr_eps = 0.847544, len(experience) = 168844
episode 139 took 1132 iterations, avg loss = 0.037625, sum_reward = -21, curr_eps = 0.846526, len(experience) = 169972
episode 140 took 1167 iterations, avg loss = 0.037752, sum_reward = -21, curr_eps = 0.845475, len(experience) = 171135
episode 141 took 1307 iterations, avg loss = 0.037785, sum_reward = -21, curr_eps = 0.844299, len(experience) = 172438
episode 142 took 1469 iterations, avg loss = 0.037949, sum_reward = -19, curr_eps = 0.842977, len(experience) = 173903
episode 143 took 1359 iterations, avg loss = 0.037609, sum_reward = -20, curr_eps = 0.841754, len(experience) = 175258
episode 144 took 1154 iterations, avg loss = 0.037871, sum_reward = -20, curr_eps = 0.840715, len(experience) = 176408
episode 145 took 1101 iterations, avg loss = 0.038150, sum_reward = -21, curr_eps = 0.839724, len(experience) = 177505
episode 146 took 1197 iterations, avg loss = 0.037484, sum_reward = -20, curr_eps = 0.838647, len(experience) = 178698
episode 147 took 1318 iterations, avg loss = 0.037587, sum_reward = -20, curr_eps = 0.837461, len(experience) = 180012
episode 148 took 1362 iterations, avg loss = 0.038373, sum_reward = -20, curr_eps = 0.836235, len(experience) = 181370
episode 149 took 1141 iterations, avg loss = 0.037892, sum_reward = -20, curr_eps = 0.835208, len(experience) = 182507
episode 150 took 1116 iterations, avg loss = 0.037929, sum_reward = -21, curr_eps = 0.834204, len(experience) = 183619
episode 151 took 1275 iterations, avg loss = 0.037921, sum_reward = -19, curr_eps = 0.833056, len(experience) = 184890
episode 152 took 1051 iterations, avg loss = 0.037926, sum_reward = -21, curr_eps = 0.832110, len(experience) = 185937
episode 153 took 1403 iterations, avg loss = 0.037585, sum_reward = -20, curr_eps = 0.830848, len(experience) = 187336
episode 154 took 1147 iterations, avg loss = 0.037689, sum_reward = -21, curr_eps = 0.829815, len(experience) = 188479
episode 155 took 1121 iterations, avg loss = 0.037825, sum_reward = -21, curr_eps = 0.828807, len(experience) = 189596
episode 156 took 1170 iterations, avg loss = 0.037603, sum_reward = -20, curr_eps = 0.827754, len(experience) = 190762
episode 157 took 1017 iterations, avg loss = 0.037710, sum_reward = -21, curr_eps = 0.826838, len(experience) = 191775
episode 158 took 1410 iterations, avg loss = 0.037460, sum_reward = -19, curr_eps = 0.825569, len(experience) = 193181
episode 159 took 1101 iterations, avg loss = 0.037650, sum_reward = -21, curr_eps = 0.824578, len(experience) = 194278
episode 160 took 1503 iterations, avg loss = 0.037465, sum_reward = -20, curr_eps = 0.823226, len(experience) = 195777
episode 161 took 1424 iterations, avg loss = 0.037801, sum_reward = -19, curr_eps = 0.821944, len(experience) = 197197
episode 162 took 1345 iterations, avg loss = 0.038202, sum_reward = -20, curr_eps = 0.820734, len(experience) = 198538
episode 163 took 1305 iterations, avg loss = 0.037518, sum_reward = -19, curr_eps = 0.819559, len(experience) = 199839
episode 164 took 1013 iterations, avg loss = 0.037700, sum_reward = -21, curr_eps = 0.818647, len(experience) = 200848
episode 165 took 1344 iterations, avg loss = 0.037316, sum_reward = -20, curr_eps = 0.817438, len(experience) = 202188
episode 166 took 1385 iterations, avg loss = 0.037835, sum_reward = -19, curr_eps = 0.816191, len(experience) = 203569
episode 167 took 1115 iterations, avg loss = 0.037889, sum_reward = -21, curr_eps = 0.815188, len(experience) = 204680
episode 168 took 1131 iterations, avg loss = 0.037381, sum_reward = -21, curr_eps = 0.814170, len(experience) = 205807
episode 169 took 1099 iterations, avg loss = 0.037105, sum_reward = -21, curr_eps = 0.813181, len(experience) = 206902
episode 170 took 1286 iterations, avg loss = 0.037401, sum_reward = -19, curr_eps = 0.812023, len(experience) = 208184
episode 171 took 1140 iterations, avg loss = 0.037919, sum_reward = -21, curr_eps = 0.810997, len(experience) = 209320
episode 172 took 1019 iterations, avg loss = 0.038106, sum_reward = -21, curr_eps = 0.810080, len(experience) = 210335
episode 173 took 1218 iterations, avg loss = 0.037582, sum_reward = -20, curr_eps = 0.808984, len(experience) = 211549
episode 174 took 1153 iterations, avg loss = 0.037267, sum_reward = -20, curr_eps = 0.807946, len(experience) = 212698
episode 175 took 1239 iterations, avg loss = 0.037715, sum_reward = -20, curr_eps = 0.806831, len(experience) = 213933
episode 176 took 1186 iterations, avg loss = 0.037476, sum_reward = -20, curr_eps = 0.805764, len(experience) = 215115
episode 177 took 1299 iterations, avg loss = 0.037241, sum_reward = -21, curr_eps = 0.804595, len(experience) = 216410
episode 178 took 1335 iterations, avg loss = 0.038064, sum_reward = -21, curr_eps = 0.803393, len(experience) = 217741
episode 179 took 1322 iterations, avg loss = 0.037005, sum_reward = -20, curr_eps = 0.802203, len(experience) = 219059
episode 180 took 1211 iterations, avg loss = 0.037535, sum_reward = -20, curr_eps = 0.801114, len(experience) = 220266
episode 181 took 997 iterations, avg loss = 0.037229, sum_reward = -21, curr_eps = 0.800216, len(experience) = 221259
